ddq_1 [rad.s^-2],ddq_2 [rad.s^-2],ddq_3 [rad.s^-2],ddq_4 [rad.s^-2],ddq_5 [rad.s^-2],ddq_6 [rad.s^-2]
0.191315398151336,-0.615774143083404,0.655999382682762,0.0977444750338459,-0.735912331327674,0.439997253069433
0.173859336494312,-0.691633762089062,0.918491681589263,0.023464586083542,-0.776568202738217,0.259482752511474
0.210237479129048,-0.827896457534452,1.12190614578905,-0.0174654851874611,-0.763352075754702,0.0341739467153322
0.289192283016583,-1.00975164225119,1.27286533004158,-0.0294147457428426,-0.707719357901214,-0.221872656491373
0.399466205117955,-1.2223887290709,1.37799178910635,-0.0167522025462817,-0.621125456701837,-0.494600549281024
0.529801702394203,-1.45099713082521,1.44390807774281,0.0161531374385426,-0.515025779680657,-0.769953223825999
0.668941231806365,-1.68076626034572,1.47723675071044,0.0649322672479509,-0.400875734361757,-1.03387417229868
0.805627250315479,-1.89688553046407,1.48460036276871,0.125216179918264,-0.290130728269224,-1.27230688687145
0.928602214882583,-2.08454435401186,1.47262146867709,0.192635868485803,-0.19424616892714,-1.47119485971669
1.02660858246872,-2.22893214382073,1.44792262319505,0.262822325986889,-0.124677463859591,-1.61648158300678
1.08838881003492,-2.31523831272229,1.41712638108207,0.331406545457843,-0.0928800205906612,-1.69411054891409
1.10268535454223,-2.32865227354854,1.38685529709801,0.394019519934988,-0.110309246644077,-1.69002524961047
1.06134434456646,-2.25857756990481,1.36215156975361,0.447061230032645,-0.184819071412669,-1.59455503855526
0.968626595142744,-2.11127426849525,1.34173597256884,0.490007606677169,-0.30985751176042,-1.41557271434968
0.831896592921019,-1.89721656679809,1.32274892281532,0.523103568372914,-0.475271106419697,-1.16533693688131
0.658518824551194,-1.62687866229156,1.30233083776466,0.546594033624239,-0.670906394122877,-0.85610636603781
0.455857776683199,-1.31073475245389,1.2776221346885,0.560723920935499,-0.886609913602324,-0.500139661706786
0.231277935966947,-0.959259034763296,1.24576323085846,0.56573814881105,-1.11222820359041,-0.109695483775855
-0.00785621094763655,-0.582925706698031,1.20389454354616,0.561881635755249,-1.33760780281951,0.302967507867351
-0.254180177410632,-0.192208965736306,1.14915649002323,0.54939930027245,-1.55259525002199,0.725590653335214
-0.500329476772116,0.202416990643631,1.07868948756128,0.528536060867011,-1.74703708393021,1.14591529274012
-0.738939622382176,0.590477964963561,0.989633953431939,0.499536836043287,-1.91077984327655,1.55168276619444
-0.96264612759438,0.961499759744842,0.879130304908749,0.462646544307267,-2.03367006678968,1.93063441380752
-1.16504588511973,1.30625808988498,0.745539212158455,0.418457910883873,-2.10710125743526,2.27222986753986
-1.34358130514977,1.62052831978052,0.592102356948232,0.368954887897228,-2.12865477507304,2.57280192671164
-1.49665617724046,1.90133572620334,0.42328167394226,0.316469234193651,-2.09745894379239,2.83040168248815
-1.62267429094773,2.14570558592532,0.243539097804739,0.263332708619444,-2.01264208768268,3.04308022603465
-1.72003943582755,2.35066317571833,0.0573365631998684,0.211877070020932,-1.87333253083325,3.20888864851644
-1.78715540143587,2.51323377235425,-0.130863995208163,0.164434077244419,-1.67865859733348,3.32587804109878
-1.82242597732863,2.63044265260496,-0.316600642755162,0.123335489136222,-1.42774861127273,3.39209949494697
-1.82425495306178,2.69931509324234,-0.495411444776941,0.0909130645426508,-1.11973089674036,3.40560410122627
-1.79104611819127,2.71687637103826,-0.66283446660929,0.0694985623100273,-0.75373377782573,3.36444295110196
-1.72120326227306,2.6801517627646,-0.814407773588023,0.0614237412846563,-0.328885578618202,3.26666713573933
-1.61313017485233,2.58616654519631,-0.94566943105194,0.0690203603082153,0.155685376782685,3.11032774630642
-1.46667796909122,2.43418336729104,-1.05332908350533,0.093436909373068,0.698471559132571,2.89424588503235
-1.28748705246073,2.23241436678194,-1.13878269215856,0.13108880300608,1.28844861845778,2.62032269843149
-1.0826451560274,1.99130905359118,-1.20459779739333,0.177208186875617,1.91221299961956,2.29122934408485
-0.859240010857548,1.72131693764072,-1.25334193959146,0.22702720664995,2.55636114747904,1.90963697957336
-0.624359348017748,1.43288752885246,-1.28758265913477,0.275778007997403,3.2074895068975,1.47821676247803
-0.385090898574418,1.13647033714869,-1.30988749640498,0.318692736586286,3.85219452273589,0.99963985037985
-0.148522393594021,0.842514872451261,-1.32282399178395,0.35100353808491,4.47707263985575,0.476577400859753
0.0782584358570375,0.561470644682231,-1.32895968565339,0.367942558161616,5.06872030311797,-0.0882994285012444
0.288163858712238,0.303787163763644,-1.33086211839512,0.364741942484685,5.61373395738389,-0.692319480122194
0.474106143905118,0.079913939617569,-1.33109883039093,0.336633836722442,6.09871004751471,-1.33281159642206
0.628997560375808,-0.0996995178311977,-1.33223736202893,0.278850386537584,6.51024501837105,-2.00710461980441
0.747502936780847,-0.227161145499934,-1.33647665063829,0.188328695059027,6.83754387769764,-2.71006796574318
0.831297340738388,-0.30480866763375,-1.34454122140563,0.0688256951985409,7.08024588477033,-3.42673334176504
0.883808399595978,-0.337537255314061,-1.35678699647128,-0.0741967226773284,7.24059886174791,-4.13967302843673
0.908463740701279,-0.330242079622337,-1.37356989797557,-0.235276668201919,7.32085063078912,-4.83145930632452
0.90869099140204,-0.287818311640279,-1.39524584805884,-0.408952251008429,7.32324901405289,-5.48466445599445
0.887917779045836,-0.215161122449359,-1.42217076886142,-0.589761580730311,7.25004183369813,-6.08186075801302
0.849571730980273,-0.117165683131077,-1.45470058252362,-0.772242767000904,7.1034769118834,-6.60562049294663
0.797080474553127,0.00127283523303845,-1.4931912111858,-0.950933919453519,6.88580207076774,-7.03851594136165
0.733871637112003,0.135259261561487,-1.53799857698826,-1.12037314772138,6.59926513250994,-7.36311938382414
0.663372846004478,0.279898424772568,-1.58947860207134,-1.27509856143797,6.24611391926877,-7.56200310090105
0.5890117285714,0.430295153779298,-1.64798720857542,-1.40964827023417,5.82859625320555,-7.61773937318458
0.513773215526754,0.581755180186406,-1.71308420052776,-1.51956006260151,5.35069780313142,-7.51972431637478
0.438871450978539,0.730387846283946,-1.78114490950429,-1.6043704424397,4.82335562448873,-7.28464938698744
0.365077882394203,0.872503397042465,-1.84774854896801,-1.66461559250422,4.25924461937495,-6.93602987669942
0.293163957241262,1.0044120774327,-1.90847433238218,-1.70083169555055,3.67103968988636,-6.49738107718622
0.223901122987201,1.12242413242527,-1.95890147320949,-1.71355493433424,3.071415738121,-5.99221828012514
0.158060827099504,1.22284980699104,-1.99460918491309,-1.70332149161081,2.47304766617515,-5.44405677719169
0.0964145170456234,1.30199934610047,-2.01117668095594,-1.67066755013569,1.88861037614652,-4.87641186006203
0.0397336402930293,1.35618299472435,-2.00418317480108,-1.61612929266445,1.33077877013181,-4.31279882041235
-0.0112103556907428,1.38171099783335,-1.96920787991144,-1.54024290195255,0.812227750228203,-3.7767329499186
-0.0556460234382428,1.37489360039808,-1.90183000975003,-1.44354456075557,0.345632218533297,-3.29172954025762
-0.0928019155383595,1.33204104737649,-1.79762877775988,-1.32657045179934,-0.0563329227500162,-2.88130388315972
-0.122242642054744,1.25125624926568,-1.65414287772478,-1.19047380748032,-0.384839120487186,-2.56226379608142
-0.144877043790189,1.13781277852763,-1.47674892449663,-1.03887605843698,-0.646443216239049,-2.32458720019304
-0.16195001913502,0.998776873138922,-1.27278301322667,-0.876015684919196,-0.851548400421052,-2.15154454250001
-0.174706466479506,0.841214771074419,-1.04958123906704,-0.706131167176807,-1.01055786344955,-2.02640627000756
-0.184391284213859,0.672192710310469,-0.814479697170327,-0.533460985459612,-1.13387479574158,-1.93244282972091
-0.192249370728405,0.498776928823304,-0.574814482688453,-0.362243620017466,-1.23190238771281,-1.85292466864576
-0.199525624413496,0.328033664588247,-0.337921690773101,-0.196717551099937,-1.31504382978005,-1.77112223378663
-0.207464943659318,0.167029155581417,-0.11113741657698,-0.0411212589569914,-1.39370231236012,-1.67030597214944
-0.217312226856194,0.0228296397781378,0.0982022447481086,0.100306776161233,-1.47828102586868,-1.53374633073963
-0.230312372394394,-0.0974986448446771,0.282761198050139,0.223328074005394,-1.57918316072278,-1.34471375656176
-0.247710278664329,-0.186889460312386,0.435203348176856,0.323704154325242,-1.70681190733785,-1.08647869662127
-0.270238034951035,-0.240343162667386,0.55008002843681,0.398432878609242,-1.86851833767105,-0.747033114996611
-0.29657649396961,-0.261126484127317,0.629492285940614,0.449457475230247,-2.05944504933541,-0.333255044468842
-0.324893699372183,-0.254572750902298,0.677428596271056,0.479957514318585,-2.27168252162119,0.143255965221215
-0.353357694790134,-0.226015289215184,0.697877435005807,0.493112565994238,-2.49732123375225,0.670900364277713
-0.380136523854333,-0.180787425288372,0.694827277721288,0.492102200378326,-2.72845166495063,1.23807860290299
-0.403398230195876,-0.124222485345626,0.672266599994828,0.480105987590719,-2.95716429443769,1.83319113130074
-0.421310857445974,-0.0616537956098,0.634183877403871,0.46030349775242,-3.17554960143684,2.44463839967329
-0.432042449235496,0.00158531769602632,0.584567585525292,0.435874300983983,-3.37569806516876,3.060820858223
-0.433761049195709,0.0601615283487718,0.52740619993574,0.409997967405502,-3.54970016485686,3.6701389571549
-0.424634700957654,0.10874151012581,0.466688196212772,0.385854067137871,-3.68964637972317,4.26099314667044
-0.402831448163283,0.14199193679417,0.406402049941761,0.36662217023536,-3.7876271888947,4.82178387691329
-0.36742139725277,0.156108385597349,0.34986553374771,0.354486152285745,-3.83630025267689,5.3375951358239
-0.321082906013999,0.153402047547843,0.297713608535084,0.347647110022763,-3.830591954684,5.78024506164456
-0.267396395055357,0.137713017114379,0.249910532264593,0.343310445581665,-3.76599585951783,6.11823533030292
-0.209942284984891,0.112881388766709,0.206420562896916,0.338681561096905,-3.638005531781,6.32006761771572
-0.152300996410986,0.0827472569735619,0.167207958392758,0.330965858703848,-3.44211453607591,6.35424359980971
-0.0980529499410068,0.0511507162041198,0.132236976712846,0.317368740537631,-3.17381643700548,6.18926495250616
-0.0507785661836806,0.0219318609288166,0.10147187581785,0.295095608732936,-2.82860479917133,5.79363335172548
-0.0140582657464847,-0.00106921438487007,0.0748769136684828,0.261351865424899,-2.40197318717605,5.13585047339438
0.0085275307617394,-0.0140124152658245,0.0524163482254458,0.213342912748317,-1.88941516562204,4.18441799342963
0.0133984027336282,-0.0130576472461144,0.0340544374494414,0.148274152838212,-1.28642429911156,2.90783758775888
-0.00302607043931857,0.00563518414446662,0.0197554393011643,0.0633509878297218,-0.588494152246881,1.27461093230158
