q_1 [rad],q_2 [rad],q_3 [rad],q_4 [rad],q_5 [rad],q_6 [rad]
1.51364892788235,0.381402073200029,-0.527329783076433,-0.811487339261767,-2.78225665875812,1.91660996758202
1.51591162236612,0.372124157290472,-0.516009280536238,-0.803156660774171,-2.76348314274627,1.92371347838989
1.51851074031198,0.36298850164783,-0.505495555967194,-0.795472097652105,-2.74154315130008,1.9269861797226
1.52140868553095,0.35407121373207,-0.495818290717359,-0.788501713080645,-2.71664838828832,1.92640035547473
1.52456732683958,0.345448981285536,-0.487010347435692,-0.782301272188485,-2.68904084135528,1.9220049160549
1.52794869267472,0.337197062579797,-0.479106072320377,-0.776913829330946,-2.65898754114434,1.91391814114729
1.53151537375741,0.329387409186921,-0.472139072271574,-0.772369974785063,-2.6267741743234,1.90231592148035
1.53523091451535,0.322086793845486,-0.466139971841571,-0.768688106801797,-2.5926986525044,1.88741982747348
1.5390602045053,0.315354938327125,-0.461134170185431,-0.765874703658103,-2.55706468116284,1.86948517788448
1.5429698698355,0.309242641302475,-0.45713959801099,-0.763924595709209,-2.52017532855689,1.84878910845458
1.54692866458808,0.303789906207754,-0.454164474529662,-0.762821237440672,-2.4823265946473,1.82561864055697
1.55090786224148,0.299024069110843,-0.45220506440657,-0.762536979520569,-2.44380098001662,1.80025874984238
1.55488164709289,0.294957926577489,-0.451243434710818,-0.763033340851734,-2.40486105478851,1.77298043488582
1.55882750565496,0.291587863531703,-0.451245211855877,-0.764261280612388,-2.36574302749631,1.7440287858073
1.56272660965434,0.288892026624467,-0.452157388301174,-0.76616148600759,-2.32665041178331,1.71361122318586
1.56656397711286,0.286829679991371,-0.453907421632238,-0.768665066916526,-2.28775022966613,1.6818901609895
1.57032807099218,0.28534356266627,-0.456405614649725,-0.771695283824457,-2.24917565553307,1.64898690059567
1.57401017604946,0.284363428414451,-0.459548787887854,-0.775169682707201,-2.21103119695834,1.61498994896328
1.577603767192,0.283809631050048,-0.463224001854712,-0.779002245581353,-2.17339797314725,1.57996350698761
1.58110387783205,0.283596709752999,-0.467312279270487,-0.783105541053516,-2.1363389933785,1.54395595786082
1.58450646824163,0.28363697438607,-0.471692327307181,-0.787392874870591,-2.09990443544808,1.50700835542682
1.58780779390702,0.283844090813034,-0.476244259827979,-0.791780440469381,-2.06413692411371,1.46916291254104
1.59100377388378,0.284136666215375,-0.480853319626931,-0.796189469526155,-2.02907680953672,1.43047148942708
1.59408935915127,0.284441834409392,-0.485413600667414,-0.800548382506804,-1.99476744572758,1.39100408203547
1.59705790096754,0.2846988411643,-0.489831770322041,-0.804794939216578,-1.96126046898826,1.35085731039965
1.59990053220854,0.284862577089996,-0.494030743718952,-0.808878357964517,-1.92862099893176,1.31016278723484
1.60260588708266,0.284905747397033,-0.497952113185875,-0.812760619332153,-1.89693082628565,1.26909237210407
1.60516067923309,0.284817581392247,-0.501555417322919,-0.816415699643414,-1.86628649035418,1.22785552018445
1.60755061833704,0.284601178849982,-0.504816165228419,-0.819827989136058,-1.83679534324,1.18669351651431
1.60976133959232,0.284270803950164,-0.507723812785116,-0.822990678668077,-1.80857153666034,1.14587359054781
1.6117793332287,0.283849179217725,-0.510279738961572,-0.825904146446618,-1.78173200875869,1.1056830306959
1.6135928740178,0.283364779462886,-0.512495222110942,-0.828574344754827,-1.75639247091885,1.06642329886449
1.61519295078453,0.282849125720759,-0.514389416269751,-0.831011186679262,-1.73266339457371,1.02840414499508
1.61657419591816,0.282334079190093,-0.515987327457651,-0.833226932837306,-1.71064599802048,0.991937721601062
1.61773581488256,0.281849135174014,-0.517317789977142,-0.835234578104917,-1.69042823323014,0.957332698312143
1.61868251569678,0.281418717005238,-0.518411442695713,-0.837046238363712,-1.67208077264337,0.924888376377567
1.61942541568345,0.281059508826615,-0.519298722426926,-0.838671562410411,-1.65565301043961,0.89488871919275
1.61998235290844,0.280778796708489,-0.520008299543752,-0.840116800823409,-1.64116943775059,0.867594194971389
1.62037668753123,0.280575369857445,-0.520566636766354,-0.841385541805664,-1.62862696771833,0.843228066713891
1.62063550800144,0.280441430232088,-0.520997990265533,-0.842480103885975,-1.61799263458136,0.82196049446793
1.62078781439959,0.280364540954167,-0.521324427797685,-0.843402953862267,-1.60920130716914,0.803892553491096
1.62086270177804,0.280329574724476,-0.521565846839863,-0.844158124743331,-1.60215340239426,0.78904025241718
1.62088754350225,0.280320662237386,-0.521739992724868,-0.844752633692337,-1.59671259874665,0.77731855139973
1.62088617459165,0.280323140593225,-0.521862476776221,-0.845197899968298,-1.59270354978639,0.768525380291976
1.62087707506089,0.280325501713378,-0.521946794443281,-0.84551116287048,-1.5899095976369,0.762325656788107
1.62087155326145,0.280321340753289,-0.522004343436269,-0.845716899678848,-1.58807048647822,0.758235304595473
1.62087192922252,0.280311304517909,-0.522044441861262,-0.845848243598368,-1.58688007604064,0.755605271591776
