Times [s],q_1 [rad],q_2 [rad],q_3 [rad],q_4 [rad],q_5 [rad],q_6 [rad],dq_1 [rad.s^-1],dq_2 [rad.s^-1],dq_3 [rad.s^-1],dq_4 [rad.s^-1],dq_5 [rad.s^-1],dq_6 [rad.s^-1]
0,1.28065854810562,1.30824512275075,-1.59054546075555,-1.21150029000679,-1.67855276791784,0.941451239973379,0.228637503769284,-0.611965954990327,0.493324115853118,0.182967066441739,-0.79582715946371,0.655596987204905
0.247777777777778,1.35024756248018,1.11993254157338,-1.43088177193075,-1.16486614639251,-1.89394896895381,1.09148657681273,0.381016665796561,-0.992349257297904,0.819555874889539,0.209689493467675,-0.906467615805807,0.454611515044322
0.495555555555556,1.46385148989143,0.825729965007344,-1.18810586049214,-1.0973009171222,-2.13896821253298,1.17913254322536,0.44392863815273,-1.23691366465887,1.12172278811293,0.33828974481155,-1.15999534649271,0.413594579988733
0.743333333333333,1.52821210529653,0.578632101731519,-0.901418902996375,-1.00464437335294,-2.48358727986338,1.36813883859548,0.0472492335114261,-0.687780402547233,1.11289733755448,0.391219205151447,-1.53206948593424,1.16251911309718
0.991111111111111,1.51227780497795,0.462161315275437,-0.662240804606235,-0.901439997229391,-2.79085783424267,1.71378561759977,-0.076782336899349,-0.372831544591904,0.804076482974823,0.454853586377098,-0.673442632901853,1.41367686513834
1.23888888888889,1.51851074030072,0.362988501645202,-0.50549555596158,-0.795472097646479,-2.74154315128394,1.92698617971349,0.122301745418593,-0.401295270788324,0.448418559358231,0.325760366997208,1.04128959409894,0.0595607470343111
1.48666666666667,1.55882750566517,0.291587863534115,-0.451245211858208,-0.764261280615636,-2.36574302752523,1.7440287858218,0.174261967009812,-0.13441383837278,-0.0207528838984103,-0.0699124920168117,1.73743750985136,-1.31920753077009
1.73444444444444,1.59705790098591,0.284698841169157,-0.489831770327251,-0.804794939223308,-1.96126046903726,1.35085731042733,0.129067480156891,0.00960786905181976,-0.191779909295064,-0.185231964978186,1.46881571269068,-1.79558002026852
1.98222222222222,1.61868251578936,0.28141871702506,-0.518411442734188,-0.83704623837969,-1.672080772721,0.924888376417745,0.0373968141996102,-0.0176168196494473,-0.0437512169251768,-0.0762328385239357,0.772194383632609,-1.38811865766093
2.23,1.62087192934148,0.280311304542702,-0.522044441910302,-0.845848243611414,-1.58688007614903,0.755605271647169,6.60490557038429e-05,-0.000470834956558974,-0.00150777010441772,-0.00477861219076203,0.0435082912498501,-0.0959218744155805
