dq_1 [rad.s^-1],dq_2 [rad.s^-1],dq_3 [rad.s^-1],dq_4 [rad.s^-1],dq_5 [rad.s^-1],dq_6 [rad.s^-1]
-0.0453149444508654,-0.530858775932685,1.03918399021121,0.398988775894018,-1.46425164742114,1.3478900833053
-0.0672138642803617,-0.489000440807025,1.0114714993687,0.403539058330779,-1.41394944939722,1.39529890978891
-0.0839379779217992,-0.453451013432328,0.98282920058422,0.409208445583857,-1.34903387629306,1.43354606537746
-0.0953086229078082,-0.424508109560762,0.95355486986784,0.415919177202014,-1.26949865631268,1.46153924935825
-0.101306789703187,-0.402233967094702,0.923888448734122,0.423486095611175,-1.17563943612447,1.47824632951762
-0.102073121704862,-0.386455446086842,0.894012044202178,0.431616646114485,-1.06805378086095,1.48269534214094
-0.097907915241727,-0.376764028740084,0.864049928795644,0.439910876892228,-0.9476411741189,1.47397449201264
-0.0892711195749456,-0.372515819407511,0.834068540542702,0.447861439001876,-0.815603017959347,1.45123215241613
-0.076782336899349,-0.372831544591904,0.804076482974823,0.454853586377098,-0.673442632901853,1.41367686513834
-0.0612109531241032,-0.376610954732044,0.774026600850696,0.460174776980807,-0.522950568312943,1.36059119025589
-0.0433675765439006,-0.382691243822364,0.743838813059831,0.463120285441747,-0.366043016393206,1.29148405399781
-0.0239954764927575,-0.390005469038826,0.713422945537591,0.463098815699951,-0.204600226221636,1.20624309656714
-0.00376071413308665,-0.397596952522036,0.682680806983251,0.459642102155328,-0.0404518141154284,1.1051485219478
0.0167478575442459,-0.40461928137735,0.651506188859999,0.452404909667393,0.124623236369899,0.9888730979049
0.037018593719921,-0.41033630767501,0.61978486539493,0.441165033555578,0.288896574440656,0.858482155984916
0.0566170577462515,-0.414122148450019,0.587394593579048,0.425823299599074,0.4506904820649,0.715433591515648
0.0751860211470614,-0.415461185702043,0.554205113167268,0.406403564036879,0.608377873972501,0.561577863605521
0.0924454636178211,-0.413948066395534,0.520078146678411,0.383052713567594,0.760382297654942,0.399157995144662
0.108192573025477,-0.409287702459807,0.48486739939522,0.356040665349752,0.905177933365678,0.230809572804276
0.122301745418596,-0.401295270788324,0.448418559358245,0.325760366997226,1.041289594099,0.0595607470345385
0.134722092023654,-0.389895081895148,0.410573780580577,0.292722167092283,1.16730251203194,-0.111206195080285
0.145450016707805,-0.375108135106856,0.371220998105628,0.257491890607753,1.28196998834534,-0.278177528511833
0.154501793340465,-0.357039673760255,0.330343243125526,0.220628914373599,1.38432104325284,-0.438530788960861
0.161911072840084,-0.335878053855993,0.288023126165541,0.182680537567826,1.47367020233821,-0.589973200011173
0.167728883174114,-0.311894744058492,0.244442837084051,0.144181981716493,1.54961749655592,-0.730741673129842
0.172023629359028,-0.285444325696034,0.199884145072645,0.10565639069366,1.61204846223075,-0.859602807667557
0.174881093460314,-0.256964492760602,0.15472839865572,0.0676148307214177,1.66113414105786,-0.975852890857823
0.176404434592467,-0.226976051907997,0.109456525691144,0.030556290369951,1.69733108010325,-1.07931789781696
0.176714188919018,-0.196082922457862,0.0646490333697045,-0.00503231944264115,1.72138133180351,-1.17035349154548
0.175948269652483,-0.164972136393573,0.0209860082152602,-0.0386761654500631,1.73431245396455,-1.24984502292682
0.174261967009841,-0.134413838373064,-0.0207528838983535,-0.0699124920167833,1.73743750985147,-1.31920753077043
0.171826055943697,-0.105251190625211,-0.059699432261425,-0.0982940960219025,1.73233340784543,-1.38034796975285
0.168805978974717,-0.0782893273452601,-0.0950182601453662,-0.123427549527094,1.72060264202412,-1.43524971991837
0.165341029461985,-0.0541843089839631,-0.126028203787655,-0.145011422652544,1.70363503188423,-1.48555709574862
0.161542459114145,-0.0334330271971339,-0.152213346821213,-0.162839758357336,1.68258606243012,-1.53253757432071
0.15749347798905,-0.0163732048455927,-0.173223020274918,-0.176802072437738,1.6583768841756,-1.57708179530619
0.153249254494071,-0.00318339599596129,-0.188871802572976,-0.186883353528117,1.63169431314373,-1.61970356096845
0.148836915385928,0.00611701408081444,-0.199139519536402,-0.193164063101278,1.60299083086511,-1.6605398361678
0.144255545770648,0.0116678089074185,-0.2041712443812,-0.195820135467329,1.57248458437994,-1.69935074835666
0.139476189103831,0.0137679408031772,-0.204277297719955,-0.195122977774759,1.54015938623729,-1.73551958758298
0.134441847190317,0.0128755308800237,-0.19993324756058,-0.191439470009755,1.50576471449506,-1.76805280648864
0.129067480184389,0.00960786904636279,-0.191779909306433,-0.185231964996717,1.46881571271979,-1.79558002030899
0.12324289435054,0.00472977637195982,-0.180612717045733,-0.177051326151457,1.4286103773909,-1.81638059517354
0.11686450785129,-0.000974408952174599,-0.167264807888159,-0.167460343054984,1.38441861981039,-1.82867612002769
0.109867116257163,-0.00682884560001185,-0.152490106191522,-0.156957146840682,1.33567132770645,-1.83092287813884
0.102226780446102,-0.0122778267723334,-0.136952694903812,-0.145968248039424,1.2819775527928,-1.82183843560642
0.0939608265759091,-0.0168857801884315,-0.121226815554337,-0.13484853656314,1.22312451073299,-1.80040164131583
0.0851278460841343,-0.0203372680881557,-0.105796868253037,-0.123881281703234,1.15907758114531,-1.76585262694311
0.0758276956881616,-0.0224369872315719,-0.0910574116894622,-0.113278132131768,1.08998030759994,-1.71769280694934
0.0662014973853218,-0.0231097688983937,-0.0773131631345905,-0.103179115900275,1.01615439762077,-1.65568487858741
0.0564316384525227,-0.022400578888778,-0.0647789984388965,-0.0936526404411211,0.938099722684456,-1.57985282189543
0.0467417714466478,-0.020474517521734,-0.0535799520343971,-0.0846954925663113,0.856494318218438,-1.49048189970267
0.0373968141998375,-0.0176168196494473,-0.0437512169251697,-0.0762328385239925,0.772194383632609,-1.38811865765911
0.0286978700391955,-0.0142242448735033,-0.0352419216562332,-0.0681238308448542,0.686231088237491,-1.27358960014226
0.020926349979959,-0.0107103705429381,-0.027956676590378,-0.0602232864249572,0.599775437692756,-1.14820662687089
0.0142880949600794,-0.00741088463041706,-0.0217971202577765,-0.0524433640615598,0.514103140203815,-1.01397246920169
0.008908296041227,-0.00457497601234991,-0.0166656962870384,-0.0447591715726503,0.43059141256947,-0.873599366192138
0.00483149440469788,-0.00236533446559406,-0.0124656534052257,-0.0372087658003011,0.350718980184638,-0.730509064607759
0.00202158135471109,-0.00085815067097883,-0.00910104543789458,-0.0298931526085653,0.276066077040127,-0.588832818913943
0.00036179831681693,-4.3116211600136e-05,-0.00647673130903925,-0.0229762868846137,0.208314445721044,-0.453411391283225
-0.00034526316164829,0.000176576428771114,-0.00449837504112693,-0.0166850725374843,0.149247337408838,-0.329795051586188
-0.000377661412358066,-1.57661386310792e-05,-0.00307244575504484,-0.0113093624993326,0.100749511879144,-0.224243577404195
-9.41046436082615e-05,-0.000350338203134015,-0.00210621767019603,-0.00720195872463592,0.0648072375039419,-0.143726254018475
6.60490557038429e-05,-0.000470834956558974,-0.00150777010441772,-0.00477861219076203,0.0435082912498501,-0.0959218744155805
